GlobalFacilityID,MonthYear,PatientVolume
168435,1/1/2021,1608
4524,1/1/2021,446
7150,1/1/2021,836
1406,1/1/2021,3372
6182,1/1/2021,445
10876,1/1/2021,2502
489792,1/1/2021,94
41,1/1/2021,502
2534,1/1/2021,2940
488772,1/1/2021,550
5813,1/1/2021,1481
1246,1/1/2021,3307
5439,1/1/2021,968
6149,1/1/2021,3264
2366,1/1/2021,521
1890,1/1/2021,443
7198,1/1/2021,2376
1457,1/1/2021,1966
1428,1/1/2021,1656
21,1/1/2021,1025
488496,1/1/2021,1010
9878,1/1/2021,3151
491469,1/1/2021,460
491417,1/1/2021,676
1796,1/1/2021,1586
486737,1/1/2021,1344
2443,1/1/2021,1
2423,1/1/2021,1228
1441,1/1/2021,1781
493539,1/1/2021,2
2590,1/1/2021,3860
3042,1/1/2021,1278
3434,1/1/2021,3165
6475,1/1/2021,314
4044,1/1/2021,272
2586,1/1/2021,1657
475748,1/1/2021,1097
5886,1/1/2021,2588
484360,1/1/2021,102
6513,1/1/2021,680
478085,1/1/2021,3404
416680,1/1/2021,1248
2518,1/1/2021,2236
489789,1/1/2021,204
5645,1/1/2021,1905
1523,1/1/2021,1888
1499,1/1/2021,2332
488739,1/1/2021,2691
5187,1/1/2021,974
3377,1/1/2021,1641
4525,1/1/2021,2992
493632,1/1/2021,2
8407,1/1/2021,191
2464,1/1/2021,213
483471,1/1/2021,2660
1163,1/1/2021,2530
1820,1/1/2021,1514
217368,1/1/2021,433
249,1/1/2021,2879
488546,1/1/2021,2807
475750,1/1/2021,1619
5377,1/1/2021,2802
227520,1/1/2021,1243
489668,1/1/2021,958
2569,1/1/2021,901
3559,1/1/2021,544
2377,1/1/2021,991
1113,1/1/2021,1886
5634,1/1/2021,2157
10267,1/1/2021,1459
5819,1/1/2021,1952
487798,1/1/2021,1329
6289,1/1/2021,944
226558,1/1/2021,28
3035,1/1/2021,1093
2392,1/1/2021,813
489726,1/1/2021,769
3386,1/1/2021,783
2498,1/1/2021,831
45,1/1/2021,771
187,1/1/2021,1212
12,1/1/2021,1114
3392,1/1/2021,4465
8,1/1/2021,475
490914,1/1/2021,670
6114,1/1/2021,1117
487006,1/1/2021,2191
1648,1/1/2021,1593
488639,1/1/2021,1649
351095,1/1/2021,1529
2103,1/1/2021,1048
2474,1/1/2021,4230
3232,1/1/2021,775
3665,1/1/2021,1863
2497,1/1/2021,559
3412,1/1/2021,864
204,1/1/2021,675
469600,1/1/2021,1438
469582,1/1/2021,4865
200276,1/1/2021,595
298263,1/1/2021,65
11420,1/1/2021,3560
2451,1/1/2021,1457
488965,1/1/2021,696
3652,1/1/2021,389
3407,1/1/2021,3872
3228,1/1/2021,773
346,1/1/2021,2489
2609,1/1/2021,3406
213,1/1/2021,2425
475747,1/1/2021,6987
484309,1/1/2021,950
2602,1/1/2021,2716
488495,1/1/2021,999
3657,1/1/2021,1467
483465,1/1/2021,66
489108,1/1/2021,1757
4135,1/1/2021,1879
1208,1/1/2021,3324
6108,1/1/2021,893
4502,1/1/2021,855
6295,1/1/2021,1081
2461,1/1/2021,1425
2557,1/1/2021,978
2563,1/1/2021,3098
2312,1/1/2021,729
1240,1/1/2021,4502
6105,1/1/2021,927
485492,1/1/2021,785
245,1/1/2021,1612
255703,1/1/2021,1284
42,1/1/2021,2810
458223,1/1/2021,208
9078,1/1/2021,2141
480170,1/1/2021,1212
2598,1/1/2021,1723
489595,1/1/2021,1188
183768,1/1/2021,1073
2390,2/1/2021,388
2492,2/1/2021,1092
2402,2/1/2021,1456
2572,2/1/2021,2364
484584,2/1/2021,1920
2515,2/1/2021,1952
404452,2/1/2021,2901
490124,2/1/2021,809
2341,2/1/2021,316
6149,2/1/2021,2943
346,2/1/2021,2191
483412,2/1/2021,139
6132,2/1/2021,899
6702,2/1/2021,1453
374941,2/1/2021,1149
5539,2/1/2021,2140
488693,2/1/2021,335
9160,2/1/2021,688
364889,2/1/2021,63
3458,2/1/2021,367
2541,2/1/2021,2225
6487,2/1/2021,995
6124,2/1/2021,1431
5359,2/1/2021,1239
5743,2/1/2021,453
12,2/1/2021,1035
3412,2/1/2021,726
4451,2/1/2021,1466
4215,2/1/2021,1178
2497,2/1/2021,477
351095,2/1/2021,1198
488772,2/1/2021,361
2536,2/1/2021,2260
458224,2/1/2021,440
2451,2/1/2021,1241
487800,2/1/2021,405
80,2/1/2021,1878
3580,2/1/2021,1352
487006,2/1/2021,1700
1457,2/1/2021,1782
281717,2/1/2021,1717
5439,2/1/2021,872
194,2/1/2021,2855
182,2/1/2021,924
3382,2/1/2021,722
59237,2/1/2021,1166
74,2/1/2021,1725
99359,2/1/2021,4743
5568,2/1/2021,1079
5813,2/1/2021,1273
1502,2/1/2021,209
487747,2/1/2021,566
488639,2/1/2021,1278
41,2/1/2021,482
6068,2/1/2021,1895
2435,2/1/2021,976
486844,2/1/2021,482
2424,2/1/2021,1033
328376,2/1/2021,2142
3400,2/1/2021,1047
245,2/1/2021,1324
692,2/1/2021,423
395470,2/1/2021,2275
2366,2/1/2021,434
1406,2/1/2021,2983
7150,2/1/2021,813
3434,2/1/2021,2651
3559,2/1/2021,482
489792,2/1/2021,74
2534,2/1/2021,2189
1097,2/1/2021,3036
484365,2/1/2021,26
29,2/1/2021,1275
4904,2/1/2021,644
1523,2/1/2021,1708
6182,2/1/2021,354
7198,2/1/2021,1973
1246,2/1/2021,2968
10876,2/1/2021,2160
3035,2/1/2021,1020
1890,2/1/2021,419
488496,2/1/2021,830
489202,2/1/2021,962
3377,2/1/2021,1369
2464,2/1/2021,175
5572,2/1/2021,1204
8407,2/1/2021,95
5819,2/1/2021,1618
3042,2/1/2021,1075
168435,2/1/2021,1330
475746,2/1/2021,537
5377,2/1/2021,2672
2586,2/1/2021,1355
484546,2/1/2021,0
488614,2/1/2021,1051
2528,2/1/2021,1356
4524,2/1/2021,450
227520,2/1/2021,1118
30588,2/1/2021,1350
302425,2/1/2021,628
490006,2/1/2021,17
10267,2/1/2021,1264
475748,2/1/2021,883
1463,2/1/2021,4117
2364,2/1/2021,455
3386,2/1/2021,654
484360,2/1/2021,123
490373,2/1/2021,107
3314,2/1/2021,1936
489726,2/1/2021,699
3326,2/1/2021,1280
5645,2/1/2021,1753
7560,2/1/2021,893
5360,2/1/2021,451
6289,2/1/2021,810
2513,2/1/2021,1979
2494,2/1/2021,968
272550,2/1/2021,4829
1428,2/1/2021,1400
488637,2/1/2021,685
416735,2/1/2021,3008
5719,2/1/2021,1985
488546,2/1/2021,2430
2590,2/1/2021,3118
251935,2/1/2021,342
491469,2/1/2021,322
1441,2/1/2021,1556
493539,2/1/2021,1
217368,2/1/2021,362
4044,2/1/2021,280
4218,2/1/2021,547
50,2/1/2021,854
9878,2/1/2021,2614
475750,2/1/2021,1518
489668,2/1/2021,657
1113,2/1/2021,1719
5634,2/1/2021,1842
249,2/1/2021,2382
2103,2/1/2021,897
9078,2/1/2021,1629
416689,2/1/2021,443
488965,2/1/2021,669
3228,2/1/2021,684
183768,2/1/2021,902
42,2/1/2021,2394
2377,2/1/2021,933
2498,2/1/2021,729
489108,2/1/2021,1455
2562,2/1/2021,3564
2569,2/1/2021,804
1163,2/1/2021,2343
483471,2/1/2021,2123
2392,2/1/2021,694
493430,2/1/2021,249
2461,2/1/2021,1325
2312,2/1/2021,666
4502,2/1/2021,779
1820,2/1/2021,1304
298263,2/1/2021,99
3232,2/1/2021,721
485492,2/1/2021,536
6105,2/1/2021,797
205052,2/1/2021,2923
458223,2/1/2021,144
478085,2/1/2021,3284
8517,2/1/2021,3333
2491,2/1/2021,1488
2518,2/1/2021,1909
3652,2/1/2021,368
5886,2/1/2021,2161
9961,2/1/2021,2180
2423,2/1/2021,1058
1499,2/1/2021,1990
1796,2/1/2021,1357
486737,2/1/2021,1103
489595,2/1/2021,929
2372,2/1/2021,720
493632,2/1/2021,4
475747,2/1/2021,6244
469582,2/1/2021,4061
2361,2/1/2021,1920
323420,2/1/2021,4735
480170,2/1/2021,752
2609,2/1/2021,2858
130573,2/1/2021,2508
4135,2/1/2021,1705
476742,2/1/2021,1305
2602,2/1/2021,2260
6108,2/1/2021,777
488636,2/1/2021,572
3392,2/1/2021,3705
1208,2/1/2021,2982
6513,2/1/2021,634
187,2/1/2021,935
1676,2/1/2021,1578
6475,2/1/2021,203
1648,2/1/2021,1403
8,2/1/2021,429
2598,2/1/2021,1440
489789,2/1/2021,188
478082,2/1/2021,1664
1198,2/1/2021,1355
255703,2/1/2021,1006
6075,2/1/2021,1649
4525,2/1/2021,2621
120936,2/1/2021,178
3333,2/1/2021,773
488495,2/1/2021,828
435704,2/1/2021,1057
3657,2/1/2021,1226
483465,2/1/2021,41
2563,2/1/2021,2722
1240,2/1/2021,3835
1491,2/1/2021,1996
2557,2/1/2021,837
6295,2/1/2021,882
21,2/1/2021,899
2439,2/1/2021,1095
2336,2/1/2021,867
1422,2/1/2021,510
469600,2/1/2021,1261
200276,2/1/2021,447
204,2/1/2021,551
4594,2/1/2021,199
484309,2/1/2021,1010
5433,2/1/2021,1144
226558,2/1/2021,4
416680,2/1/2021,1011
11420,2/1/2021,2968
213,2/1/2021,2062
461391,2/1/2021,1442
45,2/1/2021,670
198,2/1/2021,1967
488739,2/1/2021,2263
72395,2/1/2021,1399
36,2/1/2021,478
6114,2/1/2021,1065
5187,2/1/2021,816
490914,2/1/2021,415
3407,2/1/2021,3333
482995,2/1/2021,2694
1453,2/1/2021,565
2355,2/1/2021,1034
183,2/1/2021,261
487798,2/1/2021,1092
491417,2/1/2021,592
3665,2/1/2021,1578
490140,2/1/2021,74
5483,2/1/2021,476
2474,2/1/2021,3569
10876,3/1/2021,2309
245,3/1/2021,1575
1457,3/1/2021,2005
10267,3/1/2021,1486
6182,3/1/2021,457
5819,3/1/2021,2020
1246,3/1/2021,3321
489789,3/1/2021,145
3035,3/1/2021,1211
194,3/1/2021,3491
1890,3/1/2021,483
2464,3/1/2021,218
227520,3/1/2021,1189
3559,3/1/2021,536
5572,3/1/2021,1395
7198,3/1/2021,2168
484546,3/1/2021,137
5377,3/1/2021,3133
489726,3/1/2021,635
8407,3/1/2021,134
2563,3/1/2021,3266
484365,3/1/2021,23
2534,3/1/2021,2622
182,3/1/2021,1091
255703,3/1/2021,1171
486844,3/1/2021,641
168435,3/1/2021,1421
7150,3/1/2021,1086
475746,3/1/2021,610
475748,3/1/2021,928
4044,3/1/2021,314
2586,3/1/2021,1746
1463,3/1/2021,4655
5360,3/1/2021,520
484360,3/1/2021,158
1441,3/1/2021,1825
50,3/1/2021,1203
3326,3/1/2021,1579
226558,3/1/2021,5
4525,3/1/2021,3027
7560,3/1/2021,1027
5645,3/1/2021,1909
5187,3/1/2021,921
490373,3/1/2021,82
416680,3/1/2021,862
488739,3/1/2021,2752
9878,3/1/2021,3046
2513,3/1/2021,2369
21,3/1/2021,1001
3458,3/1/2021,371
217368,3/1/2021,525
5359,3/1/2021,1568
491417,3/1/2021,720
491469,3/1/2021,360
416735,3/1/2021,3642
4218,3/1/2021,702
2590,3/1/2021,3767
3042,3/1/2021,1362
488496,3/1/2021,1028
1428,3/1/2021,1564
485492,3/1/2021,743
42,3/1/2021,2873
488965,3/1/2021,835
29,3/1/2021,1400
1113,3/1/2021,2186
5634,3/1/2021,2360
1097,3/1/2021,3569
2392,3/1/2021,848
483412,3/1/2021,172
6289,3/1/2021,975
3386,3/1/2021,724
183768,3/1/2021,832
2492,3/1/2021,1175
2572,3/1/2021,2695
1208,3/1/2021,3464
6124,3/1/2021,1836
489108,3/1/2021,1764
1163,3/1/2021,2659
2312,3/1/2021,707
2461,3/1/2021,1524
488546,3/1/2021,3056
2103,3/1/2021,1043
6105,3/1/2021,1003
9078,3/1/2021,2038
475750,3/1/2021,1613
5743,3/1/2021,508
4502,3/1/2021,978
469582,3/1/2021,4363
2609,3/1/2021,3425
3412,3/1/2021,815
5886,3/1/2021,2529
3652,3/1/2021,377
298263,3/1/2021,105
489595,3/1/2021,1179
2451,3/1/2021,1545
346,3/1/2021,2410
475747,3/1/2021,6561
6513,3/1/2021,848
3377,3/1/2021,1571
478085,3/1/2021,3695
480170,3/1/2021,640
2518,3/1/2021,2324
187,3/1/2021,1192
1523,3/1/2021,2092
1499,3/1/2021,2242
3392,3/1/2021,4258
493632,3/1/2021,2
6475,3/1/2021,276
2423,3/1/2021,1486
12,3/1/2021,1240
488639,3/1/2021,1615
487006,3/1/2021,1952
6108,3/1/2021,917
486737,3/1/2021,1330
1796,3/1/2021,1623
351095,3/1/2021,1147
2497,3/1/2021,629
3434,3/1/2021,3203
1648,3/1/2021,1704
488614,3/1/2021,1207
5483,3/1/2021,547
1198,3/1/2021,1549
458223,3/1/2021,205
120936,3/1/2021,196
1406,3/1/2021,3612
489792,3/1/2021,40
2598,3/1/2021,1705
2366,3/1/2021,521
36,3/1/2021,510
2439,3/1/2021,1277
488495,3/1/2021,1003
2602,3/1/2021,2574
2528,3/1/2021,1556
461391,3/1/2021,1541
72395,3/1/2021,1702
4135,3/1/2021,2015
1240,3/1/2021,4405
483465,3/1/2021,62
2557,3/1/2021,969
3657,3/1/2021,1552
3333,3/1/2021,956
4524,3/1/2021,520
6295,3/1/2021,1123
435704,3/1/2021,1059
1491,3/1/2021,2065
476742,3/1/2021,1407
2494,3/1/2021,1168
204,3/1/2021,585
213,3/1/2021,2476
2336,3/1/2021,1070
11420,3/1/2021,3459
30588,3/1/2021,1665
469600,3/1/2021,1526
302425,3/1/2021,704
482995,3/1/2021,3321
3407,3/1/2021,4162
200276,3/1/2021,502
5433,3/1/2021,1482
4904,3/1/2021,803
395470,3/1/2021,2374
2364,3/1/2021,520
3228,3/1/2021,840
484309,3/1/2021,1115
1422,3/1/2021,544
490006,3/1/2021,17
2474,3/1/2021,4162
3314,3/1/2021,2591
5719,3/1/2021,2368
2355,3/1/2021,1237
6114,3/1/2021,1184
198,3/1/2021,2464
45,3/1/2021,793
4594,3/1/2021,265
251935,3/1/2021,400
490914,3/1/2021,388
489202,3/1/2021,1118
3665,3/1/2021,1940
3232,3/1/2021,852
8,3/1/2021,505
1453,3/1/2021,664
272550,3/1/2021,5535
488637,3/1/2021,840
2569,3/1/2021,976
2498,3/1/2021,844
41,3/1/2021,485
183,3/1/2021,328
487798,3/1/2021,1302
1820,3/1/2021,1561
404452,3/1/2021,3304
489668,3/1/2021,628
2541,3/1/2021,2585
2377,3/1/2021,1096
2341,3/1/2021,429
493430,3/1/2021,374
6149,3/1/2021,3581
5439,3/1/2021,1051
6132,3/1/2021,1194
6702,3/1/2021,1721
488693,3/1/2021,330
5539,3/1/2021,2879
2562,3/1/2021,4295
205052,3/1/2021,3110
4451,3/1/2021,1900
374941,3/1/2021,1507
483471,3/1/2021,2495
2515,3/1/2021,2472
2424,3/1/2021,1368
364889,3/1/2021,84
490140,3/1/2021,71
249,3/1/2021,2969
6487,3/1/2021,1195
484584,3/1/2021,2195
2390,3/1/2021,514
80,3/1/2021,2096
8517,3/1/2021,4162
323420,3/1/2021,5059
458224,3/1/2021,473
416689,3/1/2021,414
4215,3/1/2021,1354
2402,3/1/2021,1744
490124,3/1/2021,857
488636,3/1/2021,578
281717,3/1/2021,2011
5813,3/1/2021,1468
9160,3/1/2021,850
99359,3/1/2021,5717
487747,3/1/2021,571
1502,3/1/2021,252
6068,3/1/2021,2221
3580,3/1/2021,1509
6075,3/1/2021,2009
3382,3/1/2021,766
2361,3/1/2021,2291
9961,3/1/2021,2507
2435,3/1/2021,1213
3400,3/1/2021,1209
59237,3/1/2021,1564
2372,3/1/2021,874
2536,3/1/2021,2789
478082,3/1/2021,2085
692,3/1/2021,479
2491,3/1/2021,1724
5568,3/1/2021,1330
488772,3/1/2021,466
130573,3/1/2021,2920
487800,3/1/2021,520
1676,3/1/2021,1903
74,3/1/2021,2076
328376,3/1/2021,2202
1428,4/1/2021,1614
488739,4/1/2021,2781
1208,4/1/2021,3437
9878,4/1/2021,3050
491469,4/1/2021,324
6108,4/1/2021,1021
486737,4/1/2021,1480
491417,4/1/2021,766
1796,4/1/2021,1726
2423,4/1/2021,1545
1163,4/1/2021,2706
217368,4/1/2021,490
2590,4/1/2021,3898
1441,4/1/2021,1645
488546,4/1/2021,2999
6105,4/1/2021,1022
2312,4/1/2021,797
6475,4/1/2021,305
475750,4/1/2021,1681
489668,4/1/2021,532
4044,4/1/2021,348
5886,4/1/2021,2671
475748,4/1/2021,868
487798,4/1/2021,1449
484360,4/1/2021,143
6513,4/1/2021,904
478085,4/1/2021,3461
2518,4/1/2021,2315
6289,4/1/2021,1088
226558,4/1/2021,9
5645,4/1/2021,2072
1499,4/1/2021,2346
489595,4/1/2021,1330
3386,4/1/2021,799
183768,4/1/2021,701
5187,4/1/2021,963
493632,4/1/2021,1
2562,4/1/2021,4489
8407,4/1/2021,125
2372,4/1/2021,957
484546,4/1/2021,161
483471,4/1/2021,2542
1820,4/1/2021,1605
1676,4/1/2021,1934
249,4/1/2021,3096
2103,4/1/2021,1129
3434,4/1/2021,3551
205052,4/1/2021,3295
5377,4/1/2021,3097
2569,4/1/2021,1072
323420,4/1/2021,4881
2498,4/1/2021,856
3559,4/1/2021,637
2377,4/1/2021,1175
469582,4/1/2021,4747
298263,4/1/2021,111
416689,4/1/2021,359
5634,4/1/2021,2636
1113,4/1/2021,2092
5819,4/1/2021,1930
488965,4/1/2021,891
493430,4/1/2021,427
2609,4/1/2021,3613
1523,4/1/2021,2126
3377,4/1/2021,1529
2464,4/1/2021,192
3035,4/1/2021,1313
2392,4/1/2021,919
2602,4/1/2021,2677
72395,4/1/2021,1840
45,4/1/2021,874
4135,4/1/2021,2075
187,4/1/2021,1285
3392,4/1/2021,4574
490914,4/1/2021,433
6114,4/1/2021,1327
487006,4/1/2021,2134
29,4/1/2021,1585
1648,4/1/2021,1786
351095,4/1/2021,1144
488639,4/1/2021,1641
5483,4/1/2021,607
3665,4/1/2021,2044
1097,4/1/2021,3622
204,4/1/2021,664
469600,4/1/2021,1588
213,4/1/2021,2523
3652,4/1/2021,465
11420,4/1/2021,3672
200276,4/1/2021,587
245,4/1/2021,1663
458223,4/1/2021,275
480170,4/1/2021,798
3407,4/1/2021,4559
2451,4/1/2021,1577
461391,4/1/2021,1661
36,4/1/2021,575
5433,4/1/2021,1563
2439,4/1/2021,1284
484309,4/1/2021,1201
475747,4/1/2021,6602
483465,4/1/2021,55
3657,4/1/2021,1646
488495,4/1/2021,1122
21,4/1/2021,1058
2474,4/1/2021,4151
489108,4/1/2021,1882
2461,4/1/2021,1473
4502,4/1/2021,1016
2557,4/1/2021,977
6295,4/1/2021,1188
2563,4/1/2021,3290
1240,4/1/2021,4415
3232,4/1/2021,910
485492,4/1/2021,714
255703,4/1/2021,1120
2336,4/1/2021,1177
42,4/1/2021,3058
9078,4/1/2021,2153
416680,4/1/2021,719
2598,4/1/2021,1747
489789,4/1/2021,120
3228,4/1/2021,833
4525,4/1/2021,3076
2355,4/1/2021,1248
488637,4/1/2021,823
272550,4/1/2021,5508
5719,4/1/2021,2394
3400,4/1/2021,1355
487747,4/1/2021,670
1453,4/1/2021,647
2424,4/1/2021,1420
1502,4/1/2021,293
6068,4/1/2021,2334
3314,4/1/2021,2728
4594,4/1/2021,257
482995,4/1/2021,3572
2435,4/1/2021,1241
251935,4/1/2021,386
6124,4/1/2021,1853
6487,4/1/2021,1155
74,4/1/2021,1975
328376,4/1/2021,2041
488772,4/1/2021,344
2541,4/1/2021,2639
80,4/1/2021,2060
364889,4/1/2021,86
490140,4/1/2021,52
183,4/1/2021,357
30588,4/1/2021,1820
2494,4/1/2021,1156
1422,4/1/2021,545
4215,4/1/2021,1435
302425,4/1/2021,639
41,4/1/2021,525
487800,4/1/2021,611
5439,4/1/2021,1106
2364,4/1/2021,615
198,4/1/2021,2564
5813,4/1/2021,1666
2572,4/1/2021,2734
490006,4/1/2021,15
12,4/1/2021,1225
9160,4/1/2021,866
5743,4/1/2021,495
478082,4/1/2021,1743
4451,4/1/2021,1956
3333,4/1/2021,1035
2390,4/1/2021,576
2497,4/1/2021,582
1491,4/1/2021,2230
435704,4/1/2021,995
3412,4/1/2021,828
2402,4/1/2021,1896
120936,4/1/2021,195
1198,4/1/2021,1504
6132,4/1/2021,1217
404452,4/1/2021,3697
8,4/1/2021,529
6075,4/1/2021,2182
2341,4/1/2021,456
490124,4/1/2021,925
346,4/1/2021,2541
6702,4/1/2021,1833
483412,4/1/2021,170
2492,4/1/2021,1296
99359,4/1/2021,5956
476742,4/1/2021,1475
2513,4/1/2021,2408
5572,4/1/2021,1475
2361,4/1/2021,2285
5568,4/1/2021,1497
59237,4/1/2021,1744
182,4/1/2021,1113
130573,4/1/2021,2903
194,4/1/2021,3569
416735,4/1/2021,3400
488636,4/1/2021,629
3382,4/1/2021,854
2491,4/1/2021,1740
486844,4/1/2021,517
692,4/1/2021,498
4218,4/1/2021,793
1463,4/1/2021,4880
227520,4/1/2021,1479
50,4/1/2021,1365
458224,4/1/2021,445
7150,4/1/2021,1124
3326,4/1/2021,1521
8517,4/1/2021,4559
2536,4/1/2021,3100
10267,4/1/2021,1697
489792,4/1/2021,40
3580,4/1/2021,1616
9961,4/1/2021,2757
281717,4/1/2021,2140
5360,4/1/2021,587
489726,4/1/2021,615
1457,4/1/2021,2080
5539,4/1/2021,3383
488496,4/1/2021,1022
489202,4/1/2021,1213
374941,4/1/2021,1715
3458,4/1/2021,404
2515,4/1/2021,2405
5359,4/1/2021,1597
484584,4/1/2021,2294
475746,4/1/2021,479
3042,4/1/2021,1501
484365,4/1/2021,12
2528,4/1/2021,1565
488614,4/1/2021,1187
168435,4/1/2021,1520
4524,4/1/2021,550
395470,4/1/2021,2190
2586,4/1/2021,1781
1406,4/1/2021,3810
10876,4/1/2021,2697
6182,4/1/2021,471
2534,4/1/2021,2905
1246,4/1/2021,3333
488693,4/1/2021,346
6149,4/1/2021,3625
1890,4/1/2021,469
7198,4/1/2021,2296
4904,4/1/2021,813
7560,4/1/2021,996
2366,4/1/2021,631
490373,4/1/2021,102
488637,5/1/2021,862
272550,5/1/2021,5432
4451,5/1/2021,2052
5719,5/1/2021,2846
487747,5/1/2021,816
1453,5/1/2021,864
2424,5/1/2021,1662
3314,5/1/2021,3104
482995,5/1/2021,3611
3400,5/1/2021,1474
6124,5/1/2021,1974
2515,5/1/2021,2603
4594,5/1/2021,283
6487,5/1/2021,1311
2541,5/1/2021,2812
328376,5/1/2021,2112
74,5/1/2021,2146
490140,5/1/2021,120
488772,5/1/2021,456
80,5/1/2021,2366
364889,5/1/2021,86
183,5/1/2021,471
1422,5/1/2021,651
4215,5/1/2021,1579
302425,5/1/2021,683
41,5/1/2021,540
5439,5/1/2021,1134
6132,5/1/2021,1364
2364,5/1/2021,631
5813,5/1/2021,1739
490006,5/1/2021,18
2572,5/1/2021,3008
12,5/1/2021,1327
346,5/1/2021,2489
1502,5/1/2021,278
9160,5/1/2021,1012
6068,5/1/2021,2404
2435,5/1/2021,1355
5743,5/1/2021,479
487800,5/1/2021,598
478082,5/1/2021,1801
3333,5/1/2021,1101
2390,5/1/2021,569
2497,5/1/2021,624
435704,5/1/2021,1096
3412,5/1/2021,1015
120936,5/1/2021,216
2402,5/1/2021,2018
1198,5/1/2021,1554
404452,5/1/2021,4020
490124,5/1/2021,904
6075,5/1/2021,2110
2341,5/1/2021,451
281717,5/1/2021,2140
6702,5/1/2021,2054
483412,5/1/2021,163
2492,5/1/2021,1397
2513,5/1/2021,2574
99359,5/1/2021,6291
5572,5/1/2021,1456
5377,5/1/2021,3200
476742,5/1/2021,1468
2361,5/1/2021,2424
5568,5/1/2021,1628
182,5/1/2021,1313
59237,5/1/2021,1766
130573,5/1/2021,2591
194,5/1/2021,4151
488636,5/1/2021,716
3382,5/1/2021,927
416735,5/1/2021,3106
475746,5/1/2021,550
486844,5/1/2021,458
692,5/1/2021,507
227520,5/1/2021,1334
50,5/1/2021,1402
458224,5/1/2021,420
7150,5/1/2021,1229
1097,5/1/2021,3591
3559,5/1/2021,690
1463,5/1/2021,5145
29,5/1/2021,1728
5360,5/1/2021,598
5819,5/1/2021,2206
8517,5/1/2021,4978
3326,5/1/2021,1749
1246,5/1/2021,3648
489792,5/1/2021,75
10267,5/1/2021,1637
2536,5/1/2021,3188
3580,5/1/2021,1841
1457,5/1/2021,2201
2464,5/1/2021,224
489726,5/1/2021,558
3035,5/1/2021,1365
5539,5/1/2021,3634
488496,5/1/2021,1145
374941,5/1/2021,1690
489202,5/1/2021,1241
3458,5/1/2021,452
5359,5/1/2021,1700
251935,5/1/2021,313
484584,5/1/2021,2499
3042,5/1/2021,1556
484365,5/1/2021,21
2528,5/1/2021,1720
488614,5/1/2021,1173
168435,5/1/2021,1539
4524,5/1/2021,528
4218,5/1/2021,784
30588,5/1/2021,1986
2494,5/1/2021,1225
395470,5/1/2021,2133
4044,5/1/2021,383
2586,5/1/2021,1901
1406,5/1/2021,3866
10876,5/1/2021,2708
6182,5/1/2021,541
2534,5/1/2021,3192
488693,5/1/2021,381
6149,5/1/2021,3861
1890,5/1/2021,494
7198,5/1/2021,2541
4904,5/1/2021,830
7560,5/1/2021,1088
2366,5/1/2021,674
490373,5/1/2021,117
1428,5/1/2021,1711
483471,5/1/2021,2691
1208,5/1/2021,3414
9878,5/1/2021,3397
488739,5/1/2021,2821
489108,5/1/2021,1833
491469,5/1/2021,334
486737,5/1/2021,1515
6108,5/1/2021,1141
1163,5/1/2021,2843
217368,5/1/2021,580
1441,5/1/2021,2044
4502,5/1/2021,1101
2590,5/1/2021,4199
2312,5/1/2021,882
6105,5/1/2021,1096
488546,5/1/2021,3017
475750,5/1/2021,1623
489668,5/1/2021,728
485492,5/1/2021,769
5886,5/1/2021,2754
5634,5/1/2021,2770
487798,5/1/2021,1390
475748,5/1/2021,877
9078,5/1/2021,2199
484360,5/1/2021,116
6289,5/1/2021,1182
478085,5/1/2021,3586
2518,5/1/2021,2510
226558,5/1/2021,23
5645,5/1/2021,2214
3386,5/1/2021,893
489595,5/1/2021,1348
5187,5/1/2021,1066
183768,5/1/2021,748
8407,5/1/2021,172
2562,5/1/2021,4671
2372,5/1/2021,1074
484546,5/1/2021,183
187,5/1/2021,1518
3392,5/1/2021,4992
1796,5/1/2021,1807
2423,5/1/2021,1658
249,5/1/2021,3178
1820,5/1/2021,1705
1633,5/1/2021,251
2491,5/1/2021,1891
1676,5/1/2021,2085
2103,5/1/2021,1254
3434,5/1/2021,3634
205052,5/1/2021,3594
6475,5/1/2021,327
2569,5/1/2021,1139
2498,5/1/2021,966
2377,5/1/2021,1285
323420,5/1/2021,5278
469582,5/1/2021,4951
298263,5/1/2021,91
488965,5/1/2021,938
416689,5/1/2021,334
8,5/1/2021,575
1113,5/1/2021,2128
6513,5/1/2021,927
493430,5/1/2021,458
9961,5/1/2021,2873
1499,5/1/2021,2599
2609,5/1/2021,3803
1523,5/1/2021,2457
3377,5/1/2021,1730
2392,5/1/2021,1089
493632,5/1/2021,1
493936,5/1/2021,23
3657,5/1/2021,1691
2602,5/1/2021,2902
72395,5/1/2021,1969
45,5/1/2021,932
4135,5/1/2021,2280
487006,5/1/2021,2338
490914,5/1/2021,507
6114,5/1/2021,1369
1648,5/1/2021,1744
2557,5/1/2021,1069
351095,5/1/2021,1332
488639,5/1/2021,1854
5483,5/1/2021,665
3665,5/1/2021,2241
1491,5/1/2021,2491
204,5/1/2021,778
213,5/1/2021,2769
3652,5/1/2021,466
200276,5/1/2021,580
245,5/1/2021,1790
458223,5/1/2021,198
480170,5/1/2021,902
3407,5/1/2021,4978
2451,5/1/2021,1819
461391,5/1/2021,1573
36,5/1/2021,642
5433,5/1/2021,1695
2439,5/1/2021,1500
475747,5/1/2021,6369
483465,5/1/2021,44
