GlobalFacilityID,MonthYear,PatientVolume
488614,10/1/2022,1486
2494,10/1/2022,1535
1463,10/1/2022,5919
1806,10/1/2022,620
5360,10/1/2022,719
484360,10/1/2022,71
4044,10/1/2022,395
302425,10/1/2022,591
10876,10/1/2022,2910
3326,10/1/2022,1656
1441,10/1/2022,2322
7560,10/1/2022,1031
6126,10/1/2022,1147
251935,10/1/2022,457
490373,10/1/2022,137
5645,10/1/2022,2432
3458,10/1/2022,529
4904,10/1/2022,939
395470,10/1/2022,1712
7198,10/1/2022,2945
488637,10/1/2022,791
2513,10/1/2022,3061
9878,10/1/2022,3847
494364,10/1/2022,4993
2528,10/1/2022,2027
8,10/1/2022,770
494560,10/1/2022,458
3314,10/1/2022,3089
5359,10/1/2022,1526
491469,10/1/2022,370
4218,10/1/2022,1224
2590,10/1/2022,4100
484584,10/1/2022,2862
488496,10/1/2022,1922
3042,10/1/2022,1648
1428,10/1/2022,2245
2498,10/1/2022,828
485492,10/1/2022,1113
489668,10/1/2022,619
2569,10/1/2022,1364
5338,10/1/2022,3446
5634,10/1/2022,4264
42,10/1/2022,3371
9078,10/1/2022,2323
6105,10/1/2022,1183
1820,10/1/2022,2006
1113,10/1/2022,2307
226558,10/1/2022,41
217368,10/1/2022,548
2443,10/1/2022,1503
9057,10/1/2022,307
6289,10/1/2022,1348
3386,10/1/2022,1067
183768,10/1/2022,1009
489595,10/1/2022,2198
1208,10/1/2022,3544
6108,10/1/2022,1289
1163,10/1/2022,2557
2312,10/1/2022,962
483471,10/1/2022,2482
2461,10/1/2022,1497
249,10/1/2022,3328
4502,10/1/2022,1258
488546,10/1/2022,3014
483485,10/1/2022,206
5886,10/1/2022,3255
475750,10/1/2022,1871
484544,10/1/2022,4
29,10/1/2022,1573
1097,10/1/2022,3919
1395,10/1/2022,4189
3652,10/1/2022,601
2609,10/1/2022,4177
8517,10/1/2022,4609
323420,10/1/2022,5591
416689,10/1/2022,320
5380,10/1/2022,3300
469582,10/1/2022,4774
298263,10/1/2022,130
2377,10/1/2022,1071
493430,10/1/2022,791
488636,10/1/2022,625
475747,10/1/2022,7281
478085,10/1/2022,3573
6513,10/1/2022,1152
2518,10/1/2022,2437
3377,10/1/2022,1706
2392,10/1/2022,1060
1523,10/1/2022,2522
494000,10/1/2022,54
1499,10/1/2022,3108
8407,10/1/2022,127
2562,10/1/2022,4177
187,10/1/2022,1437
3392,10/1/2022,5932
484359,10/1/2022,1214
6074,10/1/2022,936
486737,10/1/2022,2636
1796,10/1/2022,1979
205052,10/1/2022,3055
9961,10/1/2022,3032
2372,10/1/2022,948
1633,10/1/2022,296
1648,10/1/2022,1801
2103,10/1/2022,1414
2491,10/1/2022,2184
2423,10/1/2022,1663
494100,10/1/2022,1384
3434,10/1/2022,4034
488965,10/1/2022,1003
6475,10/1/2022,406
1676,10/1/2022,2209
8816,10/1/2022,289
494867,10/1/2022,4200
5483,10/1/2022,784
1198,10/1/2022,1637
494671,10/1/2022,393
458223,10/1/2022,198
245,10/1/2022,1684
480170,10/1/2022,955
3407,10/1/2022,4609
2451,10/1/2022,1643
5433,10/1/2022,1505
2439,10/1/2022,1498
2598,10/1/2022,1706
2602,10/1/2022,2874
488495,10/1/2022,1771
493936,10/1/2022,58
461391,10/1/2022,1975
72395,10/1/2022,1995
36,10/1/2022,557
1240,10/1/2022,4520
484545,10/1/2022,15
4135,10/1/2022,2516
488639,10/1/2022,2499
3657,10/1/2022,1880
2557,10/1/2022,1145
1491,10/1/2022,2573
255703,10/1/2022,987
3665,10/1/2022,2149
6295,10/1/2022,1478
3333,10/1/2022,1026
435704,10/1/2022,1068
494362,10/1/2022,2656
204,10/1/2022,869
2336,10/1/2022,1151
213,10/1/2022,2898
11420,10/1/2022,3558
469600,10/1/2022,1601
416680,10/1/2022,491
198,10/1/2022,2658
489789,10/1/2022,235
494881,10/1/2022,354
200276,10/1/2022,602
475749,10/1/2022,2172
3228,10/1/2022,930
5187,10/1/2022,1216
4525,10/1/2022,3226
2355,10/1/2022,1412
21,10/1/2022,1185
45,10/1/2022,849
2474,10/1/2022,5167
488739,10/1/2022,3200
490914,10/1/2022,1204
6114,10/1/2022,1583
491417,10/1/2022,1077
494427,10/1/2022,236
483465,10/1/2022,31
2563,10/1/2022,3294
3232,10/1/2022,1031
1453,10/1/2022,916
3382,11/1/2022,1014
194,11/1/2022,3829
2513,11/1/2022,2894
5568,11/1/2022,2145
346,11/1/2022,2661
416735,11/1/2022,3632
182,11/1/2022,1271
99359,11/1/2022,6476
59237,11/1/2022,2030
487006,11/1/2022,2460
486844,11/1/2022,496
488639,11/1/2022,2639
494364,11/1/2022,4895
351095,11/1/2022,1479
494867,11/1/2022,3939
4218,11/1/2022,1148
692,11/1/2022,667
2497,11/1/2022,709
1463,11/1/2022,5853
50,11/1/2022,1922
8804,11/1/2022,1280
458224,11/1/2022,390
2451,11/1/2022,1680
2536,11/1/2022,3462
245,11/1/2022,1905
3326,11/1/2022,1751
3580,11/1/2022,2139
5360,11/1/2022,735
489726,11/1/2022,732
7560,11/1/2022,1195
281717,11/1/2022,2540
494382,11/1/2022,21
227520,11/1/2022,1791
1457,11/1/2022,2579
490373,11/1/2022,175
21,11/1/2022,1132
5539,11/1/2022,4502
374941,11/1/2022,2197
1890,11/1/2022,690
488693,11/1/2022,352
2515,11/1/2022,2725
475746,11/1/2022,1374
5359,11/1/2022,1551
484584,11/1/2022,2639
484365,11/1/2022,92
2563,11/1/2022,3383
364889,11/1/2022,52
494363,11/1/2022,2252
1260,11/1/2022,3817
7150,11/1/2022,2056
168435,11/1/2022,1524
494827,11/1/2022,40
2586,11/1/2022,2050
494671,11/1/2022,459
6149,11/1/2022,3807
6182,11/1/2022,720
10876,11/1/2022,2854
489789,11/1/2022,206
255703,11/1/2022,936
1806,11/1/2022,609
2534,11/1/2022,3857
3458,11/1/2022,488
1246,11/1/2022,4636
4504,11/1/2022,551
7198,11/1/2022,2856
1428,11/1/2022,2033
1208,11/1/2022,3514
6108,11/1/2022,1392
272550,11/1/2022,6094
9878,11/1/2022,3614
5719,11/1/2022,2900
488496,11/1/2022,1721
488546,11/1/2022,3099
3314,11/1/2022,3004
491469,11/1/2022,420
486737,11/1/2022,2118
2443,11/1/2022,1484
494560,11/1/2022,630
2590,11/1/2022,3898
2423,11/1/2022,1640
3042,11/1/2022,1613
5886,11/1/2022,3078
1441,11/1/2022,2144
6074,11/1/2022,1093
483485,11/1/2022,228
1395,11/1/2022,4422
488637,11/1/2022,809
3434,11/1/2022,3700
6475,11/1/2022,425
484544,11/1/2022,4
490006,11/1/2022,19
4044,11/1/2022,395
302425,11/1/2022,695
475748,11/1/2022,856
30588,11/1/2022,2601
217368,11/1/2022,614
484360,11/1/2022,86
251935,11/1/2022,414
2364,11/1/2022,709
478085,11/1/2022,3354
6513,11/1/2022,1098
2518,11/1/2022,2414
6289,11/1/2022,1462
1796,11/1/2022,1931
5645,11/1/2022,2604
489595,11/1/2022,1882
494000,11/1/2022,77
2494,11/1/2022,1456
1499,11/1/2022,2933
12,11/1/2022,1443
2464,11/1/2022,249
8407,11/1/2022,217
484546,11/1/2022,259
6124,11/1/2022,2012
1163,11/1/2022,2561
5743,11/1/2022,521
1633,11/1/2022,272
488965,11/1/2022,1127
2103,11/1/2022,1676
5377,11/1/2022,2986
475750,11/1/2022,1913
494361,11/1/2022,1755
2492,11/1/2022,1591
8,11/1/2022,635
3412,11/1/2022,1253
10267,11/1/2022,2243
298263,11/1/2022,98
1113,11/1/2022,2468
5634,11/1/2022,3682
5819,11/1/2022,2287
483412,11/1/2022,168
3559,11/1/2022,873
2572,11/1/2022,2568
3035,11/1/2022,1493
3377,11/1/2022,1758
2392,11/1/2022,1136
3386,11/1/2022,1157
1523,11/1/2022,2117
484359,11/1/2022,1180
6114,11/1/2022,1721
45,11/1/2022,916
72395,11/1/2022,1997
130573,11/1/2022,2735
187,11/1/2022,1562
3392,11/1/2022,5314
2361,11/1/2022,2345
494881,11/1/2022,533
2372,11/1/2022,1177
490914,11/1/2022,985
484545,11/1/2022,15
488636,11/1/2022,706
493998,11/1/2022,160
494100,11/1/2022,1644
494427,11/1/2022,216
1676,11/1/2022,2214
2474,11/1/2022,4843
3665,11/1/2022,2289
1648,11/1/2022,1929
8816,11/1/2022,414
3232,11/1/2022,1128
204,11/1/2022,943
469600,11/1/2022,1632
323420,11/1/2022,5473
11420,11/1/2022,3728
2491,11/1/2022,2081
3652,11/1/2022,576
200276,11/1/2022,525
8517,11/1/2022,4793
5380,11/1/2022,3323
9961,11/1/2022,3119
5433,11/1/2022,1744
2609,11/1/2022,4015
3407,11/1/2022,4793
469582,11/1/2022,4738
461391,11/1/2022,1957
213,11/1/2022,2964
480170,11/1/2022,887
2439,11/1/2022,1476
494362,11/1/2022,2692
475747,11/1/2022,6961
3657,11/1/2022,1885
476742,11/1/2022,1183
2602,11/1/2022,2774
488495,11/1/2022,1398
4524,11/1/2022,603
4135,11/1/2022,2322
29,11/1/2022,1696
1097,11/1/2022,4288
493936,11/1/2022,76
483465,11/1/2022,39
2557,11/1/2022,1076
2461,11/1/2022,1475
6295,11/1/2022,1472
1240,11/1/2022,4526
2528,11/1/2022,1997
4502,11/1/2022,1180
2312,11/1/2022,1056
488614,11/1/2022,1354
485492,11/1/2022,1296
395470,11/1/2022,1749
6105,11/1/2022,1438
489792,11/1/2022,89
1406,11/1/2022,4369
458223,11/1/2022,298
9078,11/1/2022,2302
42,11/1/2022,3317
4904,11/1/2022,879
475749,11/1/2022,2494
6126,11/1/2022,1337
3228,11/1/2022,1017
2598,11/1/2022,1893
2366,11/1/2022,786
183768,11/1/2022,1127
2355,11/1/2022,1513
1502,11/1/2022,371
491417,11/1/2022,1016
2424,11/1/2022,1653
1453,11/1/2022,872
3400,11/1/2022,1736
2435,11/1/2022,1454
183,11/1/2022,626
328376,11/1/2022,1495
80,11/1/2022,2250
74,11/1/2022,2150
487747,11/1/2022,971
2336,11/1/2022,1206
4215,11/1/2022,1867
1422,11/1/2022,804
494031,11/1/2022,52
488772,11/1/2022,414
5365,11/1/2022,2949
4594,11/1/2022,332
198,11/1/2022,2658
6068,11/1/2022,2485
226558,11/1/2022,58
41,11/1/2022,603
5439,11/1/2022,1277
5813,11/1/2022,1908
9057,11/1/2022,274
488739,11/1/2022,3227
416680,11/1/2022,523
5187,11/1/2022,1385
4525,11/1/2022,3308
483471,11/1/2022,2375
435704,11/1/2022,1081
36,11/1/2022,613
2562,11/1/2022,3828
9160,11/1/2022,1447
1491,11/1/2022,2639
1820,11/1/2022,2133
2541,11/1/2022,2820
5381,11/1/2022,1953
484982,11/1/2022,2552
249,11/1/2022,3470
490140,11/1/2022,130
205052,11/1/2022,3121
478082,11/1/2022,1564
4451,11/1/2022,2170
90,11/1/2022,2423
5483,11/1/2022,882
3333,11/1/2022,1072
6487,11/1/2022,1644
2390,11/1/2022,739
6702,11/1/2022,2187
489668,11/1/2022,599
2569,11/1/2022,1197
120936,11/1/2022,344
2402,11/1/2022,2045
2341,11/1/2022,451
2377,11/1/2022,1178
1198,11/1/2022,1735
416689,11/1/2022,406
404452,11/1/2022,5104
493430,11/1/2022,828
6075,11/1/2022,3087
5338,11/1/2022,3636
475751,11/1/2022,5132
2498,11/1/2022,965
6132,11/1/2022,1799
493933,11/1/2022,587
484359,12/1/2022,1088
6114,12/1/2022,1428
45,12/1/2022,935
72395,12/1/2022,1976
476742,12/1/2022,1214
2602,12/1/2022,2751
36,12/1/2022,640
130573,12/1/2022,2989
4135,12/1/2022,2217
2361,12/1/2022,2300
187,12/1/2022,1450
3392,12/1/2022,5249
494881,12/1/2022,387
484545,12/1/2022,8
493936,12/1/2022,122
488636,12/1/2022,780
490914,12/1/2022,1037
493998,12/1/2022,204
494100,12/1/2022,1455
494427,12/1/2022,238
3665,12/1/2022,2157
5483,12/1/2022,886
1648,12/1/2022,1936
8816,12/1/2022,281
204,12/1/2022,841
469600,12/1/2022,1844
11420,12/1/2022,3489
2491,12/1/2022,1973
3652,12/1/2022,560
489792,12/1/2022,74
8517,12/1/2022,3955
200276,12/1/2022,585
458223,12/1/2022,224
5380,12/1/2022,3332
9961,12/1/2022,3077
5433,12/1/2022,1492
2609,12/1/2022,4081
3407,12/1/2022,3955
461391,12/1/2022,2151
213,12/1/2022,2900
480170,12/1/2022,957
475747,12/1/2022,7254
2439,12/1/2022,1392
494362,12/1/2022,2473
3657,12/1/2022,1652
488495,12/1/2022,1580
4524,12/1/2022,630
483465,12/1/2022,39
2557,12/1/2022,1123
6295,12/1/2022,1482
4502,12/1/2022,1354
2461,12/1/2022,1453
1240,12/1/2022,4763
2312,12/1/2022,931
2528,12/1/2022,1934
2474,12/1/2022,4616
488614,12/1/2022,1424
3232,12/1/2022,1093
2336,12/1/2022,1213
485492,12/1/2022,1351
395470,12/1/2022,2195
6105,12/1/2022,1157
1406,12/1/2022,4265
9078,12/1/2022,2587
42,12/1/2022,3554
4904,12/1/2022,926
6126,12/1/2022,1054
475749,12/1/2022,2427
3228,12/1/2022,1133
2598,12/1/2022,1729
2366,12/1/2022,757
2355,12/1/2022,1415
1502,12/1/2022,350
2424,12/1/2022,1394
1453,12/1/2022,985
491417,12/1/2022,1049
3400,12/1/2022,1485
2435,12/1/2022,1087
183,12/1/2022,589
80,12/1/2022,2162
328376,12/1/2022,1700
484982,12/1/2022,2427
490140,12/1/2022,90
487747,12/1/2022,1073
74,12/1/2022,2109
364889,12/1/2022,71
4215,12/1/2022,1738
489668,12/1/2022,666
1422,12/1/2022,685
494031,12/1/2022,53
488772,12/1/2022,343
5365,12/1/2022,2460
4594,12/1/2022,346
198,12/1/2022,2905
6068,12/1/2022,2308
41,12/1/2022,510
226558,12/1/2022,38
5439,12/1/2022,1292
5813,12/1/2022,1924
9057,12/1/2022,323
488739,12/1/2022,3469
4504,12/1/2022,719
416680,12/1/2022,587
5187,12/1/2022,1234
483471,12/1/2022,2593
2562,12/1/2022,3707
2372,12/1/2022,887
9160,12/1/2022,1055
1491,12/1/2022,2580
2541,12/1/2022,2818
5381,12/1/2022,1790
1820,12/1/2022,2140
249,12/1/2022,3214
478082,12/1/2022,1807
1676,12/1/2022,2278
205052,12/1/2022,3143
8,12/1/2022,607
4451,12/1/2022,2136
90,12/1/2022,2113
3333,12/1/2022,1056
6487,12/1/2022,1632
435704,12/1/2022,1128
2390,12/1/2022,637
323420,12/1/2022,5592
6702,12/1/2022,2146
2402,12/1/2022,1933
120936,12/1/2022,259
2569,12/1/2022,1150
2341,12/1/2022,435
416689,12/1/2022,514
2377,12/1/2022,1127
1198,12/1/2022,1823
404452,12/1/2022,4171
493430,12/1/2022,936
6075,12/1/2022,2613
5338,12/1/2022,3459
6132,12/1/2022,1547
2498,12/1/2022,962
475751,12/1/2022,5124
493933,12/1/2022,393
3382,12/1/2022,1003
194,12/1/2022,3593
99359,12/1/2022,6785
2513,12/1/2022,2570
5568,12/1/2022,2105
416735,12/1/2022,4031
182,12/1/2022,1343
487006,12/1/2022,2308
59237,12/1/2022,2130
486844,12/1/2022,500
488639,12/1/2022,2291
494364,12/1/2022,5432
351095,12/1/2022,1626
7150,12/1/2022,1792
4218,12/1/2022,1170
494867,12/1/2022,4311
692,12/1/2022,709
494361,12/1/2022,1665
494827,12/1/2022,23
1463,12/1/2022,5484
50,12/1/2022,2021
8804,12/1/2022,1140
458224,12/1/2022,402
2451,12/1/2022,1703
2536,12/1/2022,3047
10267,12/1/2022,2277
3326,12/1/2022,1510
245,12/1/2022,1818
3580,12/1/2022,1860
5360,12/1/2022,794
489726,12/1/2022,682
281717,12/1/2022,2489
7560,12/1/2022,1019
494382,12/1/2022,19
227520,12/1/2022,1697
490373,12/1/2022,235
1457,12/1/2022,2305
21,12/1/2022,1119
5539,12/1/2022,3917
374941,12/1/2022,2198
1890,12/1/2022,788
488496,12/1/2022,1685
1097,12/1/2022,4326
488693,12/1/2022,329
29,12/1/2022,1705
2515,12/1/2022,2669
5359,12/1/2022,1602
3042,12/1/2022,1644
484584,12/1/2022,2482
475746,12/1/2022,1567
2563,12/1/2022,3153
494363,12/1/2022,1989
168435,12/1/2022,1817
1260,12/1/2022,3589
2586,12/1/2022,1761
6149,12/1/2022,3444
6182,12/1/2022,635
489789,12/1/2022,205
10876,12/1/2022,2914
494671,12/1/2022,473
255703,12/1/2022,938
1806,12/1/2022,632
2534,12/1/2022,3376
1246,12/1/2022,4859
3458,12/1/2022,424
4525,12/1/2022,3258
7198,12/1/2022,2660
1428,12/1/2022,2006
9878,12/1/2022,3444
6108,12/1/2022,1216
1208,12/1/2022,3750
5719,12/1/2022,2448
272550,12/1/2022,6402
488546,12/1/2022,3427
3314,12/1/2022,3198
491469,12/1/2022,471
486737,12/1/2022,2224
2443,12/1/2022,1558
1163,12/1/2022,2648
494560,12/1/2022,701
2590,12/1/2022,3869
2423,12/1/2022,1532
1441,12/1/2022,2144
5886,12/1/2022,2989
475750,12/1/2022,1905
6074,12/1/2022,907
483485,12/1/2022,319
488637,12/1/2022,708
6475,12/1/2022,380
490006,12/1/2022,10
302425,12/1/2022,705
4044,12/1/2022,462
475748,12/1/2022,847
30588,12/1/2022,2745
251935,12/1/2022,403
217368,12/1/2022,682
484360,12/1/2022,85
2364,12/1/2022,664
478085,12/1/2022,4035
6289,12/1/2022,1383
6513,12/1/2022,1259
2518,12/1/2022,2257
1796,12/1/2022,1949
5645,12/1/2022,2415
2572,12/1/2022,2320
2494,12/1/2022,1422
489595,12/1/2022,1863
494000,12/1/2022,59
1499,12/1/2022,3004
3386,12/1/2022,939
183768,12/1/2022,1318
12,12/1/2022,1373
2464,12/1/2022,263
8407,12/1/2022,233
484546,12/1/2022,330
346,12/1/2022,2730
6124,12/1/2022,1769
5743,12/1/2022,517
488965,12/1/2022,1207
1633,12/1/2022,314
1395,12/1/2022,4012
2103,12/1/2022,1504
5377,12/1/2022,2881
3434,12/1/2022,3323
2497,12/1/2022,702
2492,12/1/2022,1698
3412,12/1/2022,1042
1113,12/1/2022,2559
298263,12/1/2022,110
5819,12/1/2022,2331
5634,12/1/2022,3488
469582,12/1/2022,4916
483412,12/1/2022,156
3377,12/1/2022,1518
3035,12/1/2022,1576
3559,12/1/2022,748
1523,12/1/2022,2219
2392,12/1/2022,1131
1406,1/1/2023,4486
395470,1/1/2023,2051
2366,1/1/2023,747
30588,1/1/2023,2583
6126,1/1/2023,1056
251935,1/1/2023,443
478082,1/1/2023,1902
2336,1/1/2023,1182
6068,1/1/2023,2156
475749,1/1/2023,2252
6075,1/1/2023,2621
120936,1/1/2023,273
198,1/1/2023,2821
2494,1/1/2023,1372
4904,1/1/2023,793
2355,1/1/2023,1378
483465,1/1/2023,36
1502,1/1/2023,377
1453,1/1/2023,959
3400,1/1/2023,1616
1240,1/1/2023,4892
2528,1/1/2023,2002
2435,1/1/2023,1140
494560,1/1/2023,596
328376,1/1/2023,1701
488637,1/1/2023,732
488614,1/1/2023,1359
6702,1/1/2023,2233
1422,1/1/2023,810
2439,1/1/2023,1375
2572,1/1/2023,2414
490006,1/1/2023,21
302425,1/1/2023,1002
484982,1/1/2023,2082
4594,1/1/2023,312
2364,1/1/2023,668
200276,1/1/2023,564
1198,1/1/2023,1861
484545,1/1/2023,11
3314,1/1/2023,2819
493933,1/1/2023,395
461391,1/1/2023,2250
72395,1/1/2023,1911
5433,1/1/2023,1476
36,1/1/2023,602
6132,1/1/2023,1551
483412,1/1/2023,195
272550,1/1/2023,6587
490914,1/1/2023,908
3407,1/1/2023,4185
5719,1/1/2023,2508
6124,1/1/2023,1640
2541,1/1/2023,2790
490140,1/1/2023,114
8816,1/1/2023,294
6487,1/1/2023,1549
494031,1/1/2023,46
435704,1/1/2023,1062
4451,1/1/2023,1895
1491,1/1/2023,2568
5743,1/1/2023,497
183,1/1/2023,507
2390,1/1/2023,578
3333,1/1/2023,920
3665,1/1/2023,2122
5483,1/1/2023,775
1806,1/1/2023,595
2491,1/1/2023,2077
2402,1/1/2023,1913
2341,1/1/2023,404
6149,1/1/2023,3443
458224,1/1/2023,471
416689,1/1/2023,496
3458,1/1/2023,437
8517,1/1/2023,4185
484584,1/1/2023,2555
5360,1/1/2023,709
9961,1/1/2023,2887
2377,1/1/2023,1082
3326,1/1/2023,1494
404452,1/1/2023,4480
2372,1/1/2023,947
2513,1/1/2023,2731
7560,1/1/2023,1013
2562,1/1/2023,3647
490373,1/1/2023,188
475751,1/1/2023,5155
281717,1/1/2023,2554
323420,1/1/2023,5881
59237,1/1/2023,2042
5568,1/1/2023,1982
90,1/1/2023,2075
493430,1/1/2023,797
488636,1/1/2023,852
9160,1/1/2023,1055
3382,1/1/2023,929
494100,1/1/2023,1558
488693,1/1/2023,249
5381,1/1/2023,2245
99359,1/1/2023,6110
374941,1/1/2023,1935
1676,1/1/2023,2035
205052,1/1/2023,3561
5359,1/1/2023,1521
4218,1/1/2023,984
494363,1/1/2023,2148
494364,1/1/2023,6051
692,1/1/2023,662
489792,1/1/2023,55
4215,1/1/2023,1628
494827,1/1/2023,67
5365,1/1/2023,2411
2534,1/1/2023,2928
2536,1/1/2023,2857
80,1/1/2023,2307
488772,1/1/2023,326
8,1/1/2023,604
2515,1/1/2023,2730
6182,1/1/2023,632
1246,1/1/2023,4866
3580,1/1/2023,1882
5439,1/1/2023,1154
4504,1/1/2023,553
1457,1/1/2023,2414
2361,1/1/2023,2385
182,1/1/2023,1212
4524,1/1/2023,542
476742,1/1/2023,1349
5539,1/1/2023,3440
74,1/1/2023,2206
364889,1/1/2023,95
5813,1/1/2023,1786
493998,1/1/2023,184
194,1/1/2023,3517
41,1/1/2023,527
130573,1/1/2023,2898
487747,1/1/2023,1018
486844,1/1/2023,743
2424,1/1/2023,1314
475746,1/1/2023,1769
7150,1/1/2023,1694
3434,1/1/2023,3604
5645,1/1/2023,2324
489789,1/1/2023,225
2423,1/1/2023,1440
478085,1/1/2023,3742
255703,1/1/2023,1015
1796,1/1/2023,1720
484360,1/1/2023,53
1523,1/1/2023,2264
10876,1/1/2023,3350
7198,1/1/2023,2711
1499,1/1/2023,3102
416680,1/1/2023,612
488739,1/1/2023,3489
4525,1/1/2023,2974
3377,1/1/2023,1591
1890,1/1/2023,684
488496,1/1/2023,1709
494000,1/1/2023,63
1428,1/1/2023,2169
2563,1/1/2023,3120
8407,1/1/2023,154
2590,1/1/2023,3833
6513,1/1/2023,1078
6475,1/1/2023,361
168435,1/1/2023,1795
1260,1/1/2023,3789
4044,1/1/2023,406
3042,1/1/2023,1480
1441,1/1/2023,2093
491417,1/1/2023,1023
2586,1/1/2023,1700
1395,1/1/2023,4138
21,1/1/2023,1123
5634,1/1/2023,3306
8804,1/1/2023,1104
494361,1/1/2023,1580
489668,1/1/2023,711
1113,1/1/2023,2658
249,1/1/2023,3157
217368,1/1/2023,729
10267,1/1/2023,2240
475748,1/1/2023,900
1463,1/1/2023,5594
1097,1/1/2023,4426
3386,1/1/2023,976
489726,1/1/2023,732
29,1/1/2023,1576
226558,1/1/2023,35
3035,1/1/2023,1312
3559,1/1/2023,707
227520,1/1/2023,1816
2569,1/1/2023,1106
9057,1/1/2023,269
6289,1/1/2023,1227
5338,1/1/2023,3432
2498,1/1/2023,929
494382,1/1/2023,11
1163,1/1/2023,2629
5187,1/1/2023,1209
488546,1/1/2023,3368
2464,1/1/2023,240
483471,1/1/2023,2482
416735,1/1/2023,4474
5819,1/1/2023,2203
491469,1/1/2023,493
1820,1/1/2023,1873
9878,1/1/2023,3473
50,1/1/2023,2020
484546,1/1/2023,266
475750,1/1/2023,2256
5377,1/1/2023,3105
483485,1/1/2023,255
2497,1/1/2023,678
2103,1/1/2023,1219
469600,1/1/2023,1912
2492,1/1/2023,1591
351095,1/1/2023,1930
204,1/1/2023,795
3652,1/1/2023,465
487006,1/1/2023,2373
2609,1/1/2023,4020
469582,1/1/2023,5263
42,1/1/2023,3724
3228,1/1/2023,932
11420,1/1/2023,3355
3392,1/1/2023,5244
45,1/1/2023,819
494362,1/1/2023,2462
213,1/1/2023,2825
2392,1/1/2023,959
6114,1/1/2023,1400
346,1/1/2023,2635
1633,1/1/2023,255
187,1/1/2023,1486
488965,1/1/2023,1132
494427,1/1/2023,246
298263,1/1/2023,55
3412,1/1/2023,1025
3232,1/1/2023,994
484359,1/1/2023,1142
12,1/1/2023,1209
2474,1/1/2023,4796
458223,1/1/2023,289
9078,1/1/2023,2146
6105,1/1/2023,1170
489595,1/1/2023,1724
2598,1/1/2023,1727
494671,1/1/2023,357
2451,1/1/2023,1666
2518,1/1/2023,2251
486737,1/1/2023,2178
183768,1/1/2023,1194
475747,1/1/2023,7060
480170,1/1/2023,935
4135,1/1/2023,2063
3657,1/1/2023,1489
6108,1/1/2023,1304
2602,1/1/2023,2829
488495,1/1/2023,1396
2443,1/1/2023,1642
1208,1/1/2023,4056
493936,1/1/2023,85
5886,1/1/2023,2965
2312,1/1/2023,830
488639,1/1/2023,2389
5380,1/1/2023,3207
2557,1/1/2023,1091
4502,1/1/2023,1204
245,1/1/2023,1726
2461,1/1/2023,1436
485492,1/1/2023,949
1648,1/1/2023,1929
494867,1/1/2023,4552
6295,1/1/2023,1243
6074,1/1/2023,837
364889,2/1/2023,47
90,2/1/2023,1870
488693,2/1/2023,268
41,2/1/2023,467
5539,2/1/2023,3342
374941,2/1/2023,1838
4451,2/1/2023,1895
2424,2/1/2023,1278
494363,2/1/2023,2004
6124,2/1/2023,1510
2541,2/1/2023,2410
2390,2/1/2023,528
5743,2/1/2023,464
490140,2/1/2023,66
2341,2/1/2023,427
2572,2/1/2023,2242
6149,2/1/2023,3114
483412,2/1/2023,191
6487,2/1/2023,1326
1806,2/1/2023,516
5359,2/1/2023,1363
4504,2/1/2023,495
475751,2/1/2023,4792
493933,2/1/2023,352
3458,2/1/2023,401
80,2/1/2023,1950
2492,2/1/2023,1415
484584,2/1/2023,2293
484982,2/1/2023,1958
2515,2/1/2023,2541
404452,2/1/2023,3916
6132,2/1/2023,1385
6702,2/1/2023,2045
346,2/1/2023,2335
281717,2/1/2023,2146
59237,2/1/2023,1843
3382,2/1/2023,838
194,2/1/2023,3179
5381,2/1/2023,1955
99359,2/1/2023,5429
74,2/1/2023,2009
5568,2/1/2023,1719
5813,2/1/2023,1512
486844,2/1/2023,565
245,2/1/2023,1561
3400,2/1/2023,1328
2435,2/1/2023,1051
494867,2/1/2023,3909
12,2/1/2023,1152
4215,2/1/2023,1352
3412,2/1/2023,945
488639,2/1/2023,2069
2402,2/1/2023,1711
2451,2/1/2023,1412
2536,2/1/2023,2810
488772,2/1/2023,342
351095,2/1/2023,1542
5365,2/1/2023,2220
692,2/1/2023,586
2497,2/1/2023,586
6068,2/1/2023,2031
328376,2/1/2023,1477
487747,2/1/2023,897
458224,2/1/2023,420
1502,2/1/2023,311
487006,2/1/2023,2037
1457,2/1/2023,2261
9160,2/1/2023,967
3580,2/1/2023,1697
6075,2/1/2023,2567
5439,2/1/2023,1043
3377,2/1/2023,1467
182,2/1/2023,1082
475746,2/1/2023,1693
2464,2/1/2023,231
476742,2/1/2023,1108
8407,2/1/2023,180
484546,2/1/2023,207
5377,2/1/2023,2767
488614,2/1/2023,1240
168435,2/1/2023,1452
5819,2/1/2023,1979
7150,2/1/2023,1711
1260,2/1/2023,4096
4524,2/1/2023,458
2528,2/1/2023,1738
489792,2/1/2023,64
1406,2/1/2023,3857
3035,2/1/2023,1144
2534,2/1/2023,2896
2366,2/1/2023,691
494361,2/1/2023,1556
494827,2/1/2023,42
6182,2/1/2023,477
10876,2/1/2023,2729
10267,2/1/2023,2064
7198,2/1/2023,2523
3559,2/1/2023,632
227520,2/1/2023,1551
1246,2/1/2023,4396
1890,2/1/2023,632
416735,2/1/2023,4146
